Sample_ID,Bioproject,Name_cn,Name,Whiteness Degree of Complete Grain (%),Whiteness Degree of Dead Grain (%),Amylose Content of Grain (%),Protein Content of Grain (%),Taste Score of Cooked Grain,Water Content of Grain,Awn Length (cm),Grain Length (mm),Grain Width (mm),Grain Thickness (mm),Grain Length Width Ratio (%),1000-Grain Weight (g),Flag Leaf Length (cm),Flag Leaf Width (cm),Leaf Blade Width (cm),Leaf Sheath Color,Leaf Rolling Index (%),Plant Height (cm),Panicle Length (cm),Culm Length (cm),Ligule Llength (mm),SPAD Value of Flag Leaf,Tiller Number per Plant (num),Blighted Grains per Plant (num),Blighted Grains per Panicle (num),Blighted Grains Weight per Plant (g),Filled Grains per Plant,Filled Grains per Panicle,Filled Grains Weight per Plant (g),Grain Number per Panicle (num),Seed Setting Rate (%),Grain Yield per Plant (g),Panicle Number per Plant (num),Number of Productive Panicle per Plant (num),Panicle Weight (g),Spikelet Number per Panicle (num),Panicle Weight per Plant (g),Yield per Plant (g),"Heading Date (50%, days)",Seedling Height (cm),Cd concentration,Treatment,Years,Region,Region_cn
SRR11662071,PRJNA629658,,Huangxinzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,,2016,Beishan,湖南省
SRR11662072,PRJNA629658,,Huangsiguizhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.375,,2016,Beishan,湖南省
SRR11662073,PRJNA629658,,Huanghuazhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.045,,2016,Beishan,湖南省
SRR11662074,PRJNA629658,,Huasizhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.815,,2016,Beishan,湖南省
SRR11662075,PRJNA629658,,Ct 9685-14-M-1-2-3-2P-M-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.345,,2016,Beishan,湖南省
SRR11662076,PRJNA629658,,Huhan-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.155,,2016,Beishan,湖南省
SRR11662078,PRJNA629658,,Hongtaonuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.785,,2016,Beishan,湖南省
SRR11662079,PRJNA629658,,Hongsanlicun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.695,,2016,Beishan,湖南省
SRR11662080,PRJNA629658,,Bangbangnuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.815,,2016,Beishan,湖南省
SRR11662081,PRJNA629658,,Bg304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,2016,Beishan,湖南省
SRR11662082,PRJNA629658,,06-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.695,,2016,Beishan,湖南省
SRR11661745,PRJNA629658,,Hongquegu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2445,,2017,Beishan,湖南省
SRR11661746,PRJNA629658,,Hongmixuanzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2145,,2017,Beishan,湖南省
SRR11661747,PRJNA629658,,Hongmidongzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6315,,2017,Beishan,湖南省
SRR11661748,PRJNA629658,,Hongmangjiuyuenuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2365,,2017,Beishan,湖南省
SRR11661749,PRJNA629658,,Hongkenuoxuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1455,,2017,Beishan,湖南省
SRR11661750,PRJNA629658,,Hongkemanuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.647,,2017,Beishan,湖南省
SRR11661751,PRJNA629658,,Ct 19298-(1)-1-12-1-4-2Mp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.315,,2017,Beishan,湖南省
SRR11661752,PRJNA629658,,Nanxiongzaoyouzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9785,,2017,Beishan,湖南省
SRR11661753,PRJNA629658,,Qingyedazhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.225,,2017,Beishan,湖南省
SRR11661754,PRJNA629658,,Shengliwang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24575,,2017,Beishan,湖南省
SRR11661755,PRJNA629658,,Wandao-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.246,,2017,Beishan,湖南省
SRR11661756,PRJNA629658,,Wenxuanqing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3195,,2017,Beishan,湖南省
SRR11661757,PRJNA629658,,Xiyangzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2805,,2017,Beishan,湖南省
SRR11661758,PRJNA629658,,Xiangzaoxian-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2685,,2017,Beishan,湖南省
SRR11661759,PRJNA629658,,Ir 1529-680-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8055,,2017,Beishan,湖南省
SRR11661760,PRJNA629658,,Xiangzaoxian-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.259,,2017,Beishan,湖南省
SRR11661761,PRJNA629658,,Xiangzaoxian-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,2017,Beishan,湖南省
SRR11661762,PRJNA629658,,Xiangzaoxian-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,2017,Beishan,湖南省
SRR11661763,PRJNA629658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.198,,2017,Beishan,湖南省
SRR11661764,PRJNA629658,,Zaomake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156,,2017,Beishan,湖南省
SRR11661765,PRJNA629658,,Zhefu-802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3525,,2017,Beishan,湖南省
SRR11661766,PRJNA629658,,Ir 1849747-23-3-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.377,,2017,Beishan,湖南省
SRR11661767,PRJNA629658,,Zhongxuan-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67425,,2017,Beishan,湖南省
SRR11661768,PRJNA629658,,Zhongyouzao-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157,,2017,Beishan,湖南省
SRR11661769,PRJNA629658,,Zhongzao-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2775,,2017,Beishan,湖南省
SRR11661770,PRJNA629658,,Liushizao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5235,,2017,Beishan,湖南省
SRR11661771,PRJNA629658,,Vniir 8572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1405,,2017,Beishan,湖南省
SRR11661772,PRJNA629658,,Ir 19746-26-2-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2355,,2017,Beishan,湖南省
SRR11661773,PRJNA629658,,Daganzaogu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1195,,2017,Beishan,湖南省
SRR11661774,PRJNA629658,,Hongjiaozao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.184,,2017,Beishan,湖南省
SRR11661775,PRJNA629658,,Huaai-837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2635,,2017,Beishan,湖南省
SRR11661776,PRJNA629658,,Xiangzaoxian-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3175,,2017,Beishan,湖南省
SRR11661777,PRJNA629658,,Adron 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5165,,2017,Beishan,湖南省
SRR11661778,PRJNA629658,,Ir 70249-30-Cir-B-Sb-6-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21175,,2017,Beishan,湖南省
SRR11661779,PRJNA629658,,Irat 109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1045,,2017,Beishan,湖南省
SRR11661780,PRJNA629658,,Irat 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1015,,2017,Beishan,湖南省
SRR11661781,PRJNA629658,,Javae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.194,,2017,Beishan,湖南省
SRR11661782,PRJNA629658,,Ag 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.907,,2017,Beishan,湖南省
SRR11661783,PRJNA629658,,Kmp34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.855,,2017,Beishan,湖南省
SRR11661784,PRJNA629658,,Kn-Ih-361-1-8-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1805,,2017,Beishan,湖南省
SRR11661785,PRJNA629658,,M6-9-28 Ul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4125,,2017,Beishan,湖南省
SRR11661786,PRJNA629658,,Mack Hing-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.137,,2017,Beishan,湖南省
SRR11661787,PRJNA629658,,Mack Hing-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242,,2017,Beishan,湖南省
SRR11661788,PRJNA629658,,Mrq 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7965,,2017,Beishan,湖南省
SRR11661789,PRJNA629658,,Anfc-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4015,,2017,Beishan,湖南省
SRR11661790,PRJNA629658,,N22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2065,,2017,Beishan,湖南省
SRR11661791,PRJNA629658,,U299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155,,2017,Beishan,湖南省
SRR11661792,PRJNA629658,,U341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1275,,2017,Beishan,湖南省
SRR11661793,PRJNA629658,,U366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2155,,2017,Beishan,湖南省
SRR11661794,PRJNA629658,,U431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139,,2017,Beishan,湖南省
SRR11661795,PRJNA629658,,Bantia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2885,,2017,Beishan,湖南省
SRR11661796,PRJNA629658,,U5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1545,,2017,Beishan,湖南省
SRR11661797,PRJNA629658,,R501-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3495,,2017,Beishan,湖南省
SRR11661798,PRJNA629658,,R6326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.687,,2017,Beishan,湖南省
SRR11661799,PRJNA629658,,R81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1925,,2017,Beishan,湖南省
SRR11661800,PRJNA629658,,Aijiaoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3175,,2017,Beishan,湖南省
SRR11661801,PRJNA629658,,Aijiaonante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35075,,2017,Beishan,湖南省
SRR11661802,PRJNA629658,,Aimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6035,,2017,Beishan,湖南省
SRR11661803,PRJNA629658,,Bashizhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.501,,2017,Beishan,湖南省
SRR11661804,PRJNA629658,,Bs145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,2017,Beishan,湖南省
SRR11661805,PRJNA629658,,Babahe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4935,,2017,Beishan,湖南省
SRR11661806,PRJNA629658,,Baigu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24225,,2017,Beishan,湖南省
SRR11661807,PRJNA629658,,Baikenuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2905,,2017,Beishan,湖南省
SRR11661808,PRJNA629658,,Baimidongzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9655,,2017,Beishan,湖南省
SRR11661809,PRJNA629658,,Bainuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6185,,2017,Beishan,湖南省
SRR11661810,PRJNA629658,,Bendinuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4425,,2017,Beishan,湖南省
SRR11661811,PRJNA629658,,Changgu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.094,,2017,Beishan,湖南省
SRR11661812,PRJNA629658,,Changsizhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.228,,2017,Beishan,湖南省
SRR11661813,PRJNA629658,,Chenwan-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.362,,2017,Beishan,湖南省
SRR11661814,PRJNA629658,,Chibanzhannuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.633,,2017,Beishan,湖南省
SRR11661815,PRJNA629658,,Hongjieba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.367,,2017,Beishan,湖南省
SRR11661816,PRJNA629658,,Hongjiaochazhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.384,,2017,Beishan,湖南省
SRR11661817,PRJNA629658,,Honggu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24425,,2017,Beishan,湖南省
SRR11661818,PRJNA629658,,Bg34-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.309,,2017,Beishan,湖南省
SRR11661819,PRJNA629658,,Heijienuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1325,,2017,Beishan,湖南省
SRR11661820,PRJNA629658,,Hehuazhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4255,,2017,Beishan,湖南省
SRR11661821,PRJNA629658,,Guichao-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,2017,Beishan,湖南省
SRR11661822,PRJNA629658,,Guizhounuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3135,,2017,Beishan,湖南省
SRR11661823,PRJNA629658,,Guangchang-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.326,,2017,Beishan,湖南省
SRR11661824,PRJNA629658,,Cnax4364-4-4-1-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10825,,2017,Beishan,湖南省
SRR11661825,PRJNA629658,,Gaojiaosu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,2017,Beishan,湖南省
SRR11661826,PRJNA629658,,Gangxiao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80925,,2017,Beishan,湖南省
SRR11661827,PRJNA629658,,Ganwanxian-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35875,,2017,Beishan,湖南省
SRR11661828,PRJNA629658,,Fenghuazhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.553,,2017,Beishan,湖南省
SRR11661829,PRJNA629658,,Yuanye-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.279,,2017,Beishan,湖南省
SRR11661830,PRJNA629658,,Fengaizhan-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.295,,2017,Beishan,湖南省
SRR11661833,PRJNA629658,,Cnax 3031-70-1-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105,,2017,Beishan,湖南省
SRR11661834,PRJNA629658,,Fanmaozhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4345,,2017,Beishan,湖南省
SRR11661836,PRJNA629658,,Ezhong-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3205,,2017,Beishan,湖南省
SRR11661837,PRJNA629658,,Dongtingwanxian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21625,,2017,Beishan,湖南省
SRR11661838,PRJNA629658,,Dayeqingzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.356,,2017,Beishan,湖南省
SRR11661839,PRJNA629658,,Danuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6195,,2017,Beishan,湖南省
SRR11661840,PRJNA629658,,Xianluonuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.278,,2017,Beishan,湖南省
SRR11661841,PRJNA629658,,Damanuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7485,,2017,Beishan,湖南省
SRR11661842,PRJNA629658,,Conggui-314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5995,,2017,Beishan,湖南省
SRR11661843,PRJNA629658,,Congbannuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.214,,2017,Beishan,湖南省
SRR11661844,PRJNA629658,,Cnar 2888-B-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078,,2017,Beishan,湖南省
SRR11661845,PRJNA629658,,Chuangxiang-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2355,,2017,Beishan,湖南省
SRR11661846,PRJNA629658,,Chonggezao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3655,,2017,Beishan,湖南省
SRR11661847,PRJNA629658,,Changguzao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2575,,2017,Beishan,湖南省
SRR11661848,PRJNA629658,,Madagascar-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,,2017,Beishan,湖南省
SRR11661849,PRJNA629658,,Changgunuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40075,,2017,Beishan,湖南省
SRR11661850,PRJNA629658,,Bairizao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3275,,2017,Beishan,湖南省
SRR11661851,PRJNA629658,,Bainuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4765,,2017,Beishan,湖南省
SRR11661852,PRJNA629658,,Baichihe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3735,,2017,Beishan,湖南省
SRR11661853,PRJNA629658,,Lansuixingbennai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25275,,2017,Beishan,湖南省
SRR11661854,PRJNA629658,,Bawangbian1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4695,,2017,Beishan,湖南省
SRR11661855,PRJNA629658,,Babaili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3535,,2017,Beishan,湖南省
SRR11661856,PRJNA629658,,Aizihonggu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2335,,2017,Beishan,湖南省
SRR11661857,PRJNA629658,,Aihechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1935,,2017,Beishan,湖南省
SRR11661858,PRJNA629658,,Zakha(Acc 67859),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2685,,2017,Beishan,湖南省
SRR11661859,PRJNA629658,,R875-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,2017,Beishan,湖南省
SRR11661860,PRJNA629658,,R1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92875,,2017,Beishan,湖南省
SRR11661861,PRJNA629658,,R09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.207,,2017,Beishan,湖南省
SRR11661862,PRJNA629658,,Was 169-B-B-4-2-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7675,,2017,Beishan,湖南省
SRR11661863,PRJNA629658,,Wab 450-11-1-P31-1-Hb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.153,,2017,Beishan,湖南省
SRR11661864,PRJNA629658,,Uchuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08125,,2017,Beishan,湖南省
SRR11661865,PRJNA629658,,U6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23375,,2017,Beishan,湖南省
SRR11661866,PRJNA629658,,U418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,2017,Beishan,湖南省
SRR11661867,PRJNA629658,,Irga425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.561,,2017,Beishan,湖南省
SRR11661868,PRJNA629658,,U4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1285,,2017,Beishan,湖南省
SRR11661869,PRJNA629658,,U298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3245,,2017,Beishan,湖南省
SRR11661870,PRJNA629658,,B459B-Pn-132-8-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,2017,Beishan,湖南省
SRR11661871,PRJNA629658,,U236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.238,,2017,Beishan,湖南省
SRR11661872,PRJNA629658,,U14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2305,,2017,Beishan,湖南省
SRR11661873,PRJNA629658,,U13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,2017,Beishan,湖南省
SRR11661874,PRJNA629658,,U1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158,,2017,Beishan,湖南省
SRR11661875,PRJNA629658,,Irga423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.207,,2017,Beishan,湖南省
SRR11661876,PRJNA629658,,Taichung 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44875,,2017,Beishan,湖南省
SRR11661878,PRJNA629658,,Pr 26873-Pj 21-2-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.378,,2017,Beishan,湖南省
SRR11661879,PRJNA629658,,As996-1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.285,,2017,Beishan,湖南省
SRR11661880,PRJNA629658,,Paro Dumbja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.649,,2017,Beishan,湖南省
SRR11661881,PRJNA629658,,Parassana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2465,,2017,Beishan,湖南省
SRR11661882,PRJNA629658,,Oryzica Sabana 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1615,,2017,Beishan,湖南省
SRR11661884,PRJNA629658,,Omcs95-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,2017,Beishan,湖南省
SRR11661885,PRJNA629658,,Om 5636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,2017,Beishan,湖南省
SRR11661886,PRJNA629658,,Br-161-2B-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1095,,2017,Beishan,湖南省
SRR11661887,PRJNA629658,,Neda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.298,,2017,Beishan,湖南省
SRR11661888,PRJNA629658,,Nakabawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0885,,2017,Beishan,湖南省
SRR11661889,PRJNA629658,,Mk9-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.205,,2017,Beishan,湖南省
SRR11661890,PRJNA629658,,Malawi Faya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.127,,2017,Beishan,湖南省
SRR11661891,PRJNA629658,,Ir 77542-345-1-1-1-1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.462,,2017,Beishan,湖南省
SRR11661892,PRJNA629658,,Wat317-Was-B-55-4-3-5-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33725,,2017,Beishan,湖南省
SRR11661893,PRJNA629658,,Lieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.193,,2017,Beishan,湖南省
SRR11661894,PRJNA629658,,Kiyaleh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0845,,2017,Beishan,湖南省
SRR11661895,PRJNA629658,,Khiri(Acc 76386),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1645,,2017,Beishan,湖南省
SRR11661896,PRJNA629658,,Ir 874B2-108-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1345,,2017,Beishan,湖南省
SRR11661897,PRJNA629658,,Cypress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,2017,Beishan,湖南省
SRR11661898,PRJNA629658,,Ir 72864-80-1-2-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6705,,2017,Beishan,湖南省
SRR11661899,PRJNA629658,,Songhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.208,,2017,Beishan,湖南省
SRR11661900,PRJNA629658,,Makedongzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264,,2017,Beishan,湖南省
