Sample_ID,Bioproject,Name_cn,Name,Whiteness Degree of Complete Grain (%),Whiteness Degree of Dead Grain (%),Amylose Content of Grain (%),Protein Content of Grain (%),Taste Score of Cooked Grain,Water Content of Grain,Awn Length (cm),Grain Length (mm),Grain Width (mm),Grain Thickness (mm),Grain Length Width Ratio (%),1000-Grain Weight (g),Flag Leaf Length (cm),Flag Leaf Width (cm),Leaf Blade Width (cm),Leaf Sheath Color,Leaf Rolling Index (%),Plant Height (cm),Panicle Length (cm),Culm Length (cm),Ligule Llength (mm),SPAD Value of Flag Leaf,Tiller Number per Plant (num),Blighted Grains per Plant (num),Blighted Grains per Panicle (num),Blighted Grains Weight per Plant (g),Filled Grains per Plant,Filled Grains per Panicle,Filled Grains Weight per Plant (g),Grain Number per Panicle (num),Seed Setting Rate (%),Grain Yield per Plant (g),Panicle Number per Plant (num),Number of Productive Panicle per Plant (num),Panicle Weight (g),Spikelet Number per Panicle (num),Panicle Weight per Plant (g),Yield per Plant (g),"Heading Date (50%, days)",Seedling Height (cm),Cd concentration,Treatment,Years,Region,Region_cn
SRR11661899,PRJNA629658,,Songhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,2016,Beishan,湖南省
SRR11661900,PRJNA629658,,Makedongzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,2016,Beishan,湖南省
SRR11661901,PRJNA629658,,Caohezi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,,2016,Beishan,湖南省
SRR11661902,PRJNA629658,,Chokoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.245,,2016,Beishan,湖南省
SRR11661903,PRJNA629658,,Buluoxian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.215,,2016,Beishan,湖南省
SRR11661904,PRJNA629658,,Zhuyezao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,,2016,Beishan,湖南省
SRR11661905,PRJNA629658,,Zhuxi-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,,2016,Beishan,湖南省
SRR11661906,PRJNA629658,,Zhongjian-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,,2016,Beishan,湖南省
SRR11661907,PRJNA629658,,Bs82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.685,,2016,Beishan,湖南省
SRR11661908,PRJNA629658,,Zhejiang-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.945,,2016,Beishan,湖南省
SRR11661909,PRJNA629658,,Zaomagu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,,2016,Beishan,湖南省
SRR11661910,PRJNA629658,,Zaogu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.065,,2016,Beishan,湖南省
SRR11661911,PRJNA629658,,Xiangzaoxian-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,,2016,Beishan,湖南省
SRR11661912,PRJNA629658,,Bs22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,2016,Beishan,湖南省
SRR11661913,PRJNA629658,,Xiangzaoxian-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,,2016,Beishan,湖南省
SRR11661914,PRJNA629658,,Xiangzaoxian-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,,2016,Beishan,湖南省
SRR11661915,PRJNA629658,,Xiyesu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,2016,Beishan,湖南省
SRR11661916,PRJNA629658,,Tuanguzao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.025,,2016,Beishan,湖南省
SRR11661917,PRJNA629658,,Bs114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.565,,2016,Beishan,湖南省
SRR11661918,PRJNA629658,,Shuangke-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.985,,2016,Beishan,湖南省
SRR11661919,PRJNA629658,,Nantehao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.775,,2016,Beishan,湖南省
SRR11661920,PRJNA629658,,Mayuzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,,2016,Beishan,湖南省
SRR11661921,PRJNA629658,,Mazaohe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,2016,Beishan,湖南省
SRR11661922,PRJNA629658,,Maguzinuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,2016,Beishan,湖南省
SRR11661924,PRJNA629658,,Leihuozhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2016,Beishan,湖南省
SRR11661925,PRJNA629658,,Bs110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,2016,Beishan,湖南省
SRR11661926,PRJNA629658,,Jiayu-948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.435,,2016,Beishan,湖南省
SRR11661927,PRJNA629658,,Huxuzao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.005,,2016,Beishan,湖南省
SRR11661928,PRJNA629658,,In 79-2-1-3-3-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,,2016,Beishan,湖南省
SRR11661929,PRJNA629658,,Houjiaozao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.895,,2016,Beishan,湖南省
SRR11661930,PRJNA629658,,Hong-410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.945,,2016,Beishan,湖南省
SRR11661931,PRJNA629658,,Hezizhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,2016,Beishan,湖南省
SRR11661932,PRJNA629658,,Guilengnuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.925,,2016,Beishan,湖南省
SRR11661933,PRJNA629658,,Guihuazhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.115,,2016,Beishan,湖南省
SRR11661934,PRJNA629658,,Guangluai-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,,2016,Beishan,湖南省
SRR11661935,PRJNA629658,,Guangluai-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,,2016,Beishan,湖南省
SRR11661936,PRJNA629658,,Bkn 6809-74-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,2016,Beishan,湖南省
SRR11661937,PRJNA629658,,Ganzaoxian-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,,2016,Beishan,湖南省
SRR11661938,PRJNA629658,,Ganzaoxian-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.145,,2016,Beishan,湖南省
SRR11661939,PRJNA629658,,Ganzaoxian-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,,2016,Beishan,湖南省
SRR11661940,PRJNA629658,,Iet8580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,2016,Beishan,湖南省
SRR11661941,PRJNA629658,,Ganzaoxian-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,,2016,Beishan,湖南省
SRR11661942,PRJNA629658,,Changyangzao-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,,2016,Beishan,湖南省
SRR11661943,PRJNA629658,,Changshazhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,,2016,Beishan,湖南省
SRR11661944,PRJNA629658,,Baizaohe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,,2016,Beishan,湖南省
SRR11661945,PRJNA629658,,Baimimozhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.135,,2016,Beishan,湖南省
SRR11661946,PRJNA629658,,Baikezhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.225,,2016,Beishan,湖南省
SRR11661947,PRJNA629658,,95-Hai-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.085,,2016,Beishan,湖南省
SRR11661948,PRJNA629658,,Baikezao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.765,,2016,Beishan,湖南省
SRR11661949,PRJNA629658,,Baijiao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,2016,Beishan,湖南省
SRR11661950,PRJNA629658,,Bashizao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.025,,2016,Beishan,湖南省
SRR11661951,PRJNA629658,,Iet3137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2016,Beishan,湖南省
SRR11661952,PRJNA629658,,Aizizhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.815,,2016,Beishan,湖南省
SRR11661953,PRJNA629658,,Zuobabai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.805,,2016,Beishan,湖南省
SRR11661954,PRJNA629658,,Zhuzainuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.725,,2016,Beishan,湖南省
SRR11661955,PRJNA629658,,Zhou-903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.505,,2016,Beishan,湖南省
SRR11661956,PRJNA629658,,Zhongxiang-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.305,,2016,Beishan,湖南省
SRR11661957,PRJNA629658,,Zhenxian232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.095,,2016,Beishan,湖南省
SRR11661958,PRJNA629658,,92Hao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,2016,Beishan,湖南省
SRR11661959,PRJNA629658,,Zhenzhuai-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.295,,2016,Beishan,湖南省
SRR11661960,PRJNA629658,,Zaoshuxianghei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.185,,2016,Beishan,湖南省
SRR11661962,PRJNA629658,,Zaobaihuazhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,,2016,Beishan,湖南省
SRR11661963,PRJNA629658,,Idsa 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,,2016,Beishan,湖南省
SRR11661964,PRJNA629658,,Yuehang-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.485,,2016,Beishan,湖南省
SRR11661965,PRJNA629658,,Yuefengzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.675,,2016,Beishan,湖南省
SRR11661966,PRJNA629658,,Yuzhenxiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.565,,2016,Beishan,湖南省
SRR11661967,PRJNA629658,,Yuxiangzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.885,,2016,Beishan,湖南省
SRR11661968,PRJNA629658,,Yuchi231-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,,2016,Beishan,湖南省
SRR11661969,PRJNA629658,,5Bs43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.895,,2016,Beishan,湖南省
SRR11661970,PRJNA629658,,Was 63-22-1-1-3-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.935,,2016,Beishan,湖南省
SRR11661971,PRJNA629658,,Yiyangzhong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.775,,2016,Beishan,湖南省
SRR11661972,PRJNA629658,,Yimianzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.425,,2016,Beishan,湖南省
SRR11661973,PRJNA629658,,Yaozhandahe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.605,,2016,Beishan,湖南省
SRR11661974,PRJNA629658,,Yangfuxian-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,,2016,Beishan,湖南省
SRR11661975,PRJNA629658,,Yangdao-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.745,,2016,Beishan,湖南省
SRR11661976,PRJNA629658,,Iac25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.655,,2016,Beishan,湖南省
SRR11661977,PRJNA629658,,Yangdao-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.645,,2016,Beishan,湖南省
SRR11661978,PRJNA629658,,Yangdao-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,,2016,Beishan,湖南省
SRR11661979,PRJNA629658,,Yaponian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,,2016,Beishan,湖南省
SRR11661980,PRJNA629658,,Xuanzhan-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.565,,2016,Beishan,湖南省
SRR11661981,PRJNA629658,,5Bs30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.205,,2016,Beishan,湖南省
SRR11661982,PRJNA629658,,Xuanzhan-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.785,,2016,Beishan,湖南省
SRR11661983,PRJNA629658,,Xugunuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,,2016,Beishan,湖南省
SRR11661984,PRJNA629658,,Xiaomazhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.385,,2016,Beishan,湖南省
SRR11661985,PRJNA629658,,Xiangzhongxian-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,,2016,Beishan,湖南省
SRR11661986,PRJNA629658,,Xiangwanxian-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.495,,2016,Beishan,湖南省
SRR11661987,PRJNA629658,,H014-1-1-B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,,2016,Beishan,湖南省
SRR11661988,PRJNA629658,,Xiangwanxian-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,,2016,Beishan,湖南省
SRR11661989,PRJNA629658,,Xiangwanxian-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.105,,2016,Beishan,湖南省
SRR11661990,PRJNA629658,,Xiangwanxian-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.565,,2016,Beishan,湖南省
SRR11661991,PRJNA629658,,Xiangwanxian-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,,2016,Beishan,湖南省
SRR11661992,PRJNA629658,,5Bs26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.105,,2016,Beishan,湖南省
SRR11661993,PRJNA629658,,Xiangwanxian-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.645,,2016,Beishan,湖南省
SRR11661994,PRJNA629658,,Xiangwanxian-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.945,,2016,Beishan,湖南省
SRR11661995,PRJNA629658,,Xiangwanxian-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.185,,2016,Beishan,湖南省
SRR11661996,PRJNA629658,,Xiangzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.525,,2016,Beishan,湖南省
SRR11661997,PRJNA629658,,Xiyangguzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.855,,2016,Beishan,湖南省
SRR11661998,PRJNA629658,,Xizhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.275,,2016,Beishan,湖南省
SRR11661999,PRJNA629658,,H013-5-3-B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.085,,2016,Beishan,湖南省
SRR11662000,PRJNA629658,,Wubaili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,,2016,Beishan,湖南省
SRR11662002,PRJNA629658,,Wandao-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,,2016,Beishan,湖南省
SRR11662003,PRJNA629658,,5Bs102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.195,,2016,Beishan,湖南省
SRR11662004,PRJNA629658,,Wanxianzibao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,,2016,Beishan,湖南省
SRR11662005,PRJNA629658,,Tuannuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.235,,2016,Beishan,湖南省
SRR11662006,PRJNA629658,,Tuangunuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,,2016,Beishan,湖南省
SRR11662007,PRJNA629658,,Tongzizao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,,2016,Beishan,湖南省
SRR11662008,PRJNA629658,,Tonghenuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.325,,2016,Beishan,湖南省
SRR11662009,PRJNA629658,,Teqingxian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,,2016,Beishan,湖南省
SRR11662010,PRJNA629658,,Sichuandagu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.725,,2016,Beishan,湖南省
SRR11662011,PRJNA629658,,Shuangpingtou Nongken58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.325,,2016,Beishan,湖南省
SRR11662012,PRJNA629658,,Shuangkang-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.845,,2016,Beishan,湖南省
SRR11662013,PRJNA629658,,Shuangguike-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,,2016,Beishan,湖南省
SRR11662014,PRJNA629658,,Bindeshwari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.335,,2016,Beishan,湖南省
SRR11662015,PRJNA629658,,Shenshuinuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.615,,2016,Beishan,湖南省
SRR11662016,PRJNA629658,,Shenglixian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48,,2016,Beishan,湖南省
SRR11662017,PRJNA629658,,Shennonghui-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.125,,2016,Beishan,湖南省
SRR11662018,PRJNA629658,,Shazhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.985,,2016,Beishan,湖南省
SRR11662019,PRJNA629658,,Sanbaili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.565,,2016,Beishan,湖南省
SRR11662020,PRJNA629658,,Gz 948-2-2-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.195,,2016,Beishan,湖南省
SRR11662021,PRJNA629658,,Qingnongai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,,2016,Beishan,湖南省
SRR11662022,PRJNA629658,,Qingliuai-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,,2016,Beishan,湖南省
SRR11662023,PRJNA629658,,Qindao-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.405,,2016,Beishan,湖南省
SRR11662024,PRJNA629658,,Qizaozi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,,2016,Beishan,湖南省
SRR11662025,PRJNA629658,,2016-Sanya-615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,,2016,Beishan,湖南省
SRR11662026,PRJNA629658,,Qitouhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,,2016,Beishan,湖南省
SRR11662027,PRJNA629658,,Nuoshouzao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,,2016,Beishan,湖南省
SRR11662028,PRJNA629658,,Nantezhen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,,2016,Beishan,湖南省
SRR11662029,PRJNA629658,,Momi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.925,,2016,Beishan,湖南省
SRR11662030,PRJNA629658,,Molixinzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.875,,2016,Beishan,湖南省
SRR11662031,PRJNA629658,,Gobo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.095,,2016,Beishan,湖南省
SRR11662032,PRJNA629658,,Miguzao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,,2016,Beishan,湖南省
SRR11662033,PRJNA629658,,Meiguodao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.895,,2016,Beishan,湖南省
SRR11662034,PRJNA629658,,Maozizhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.495,,2016,Beishan,湖南省
SRR11662035,PRJNA629658,,Mandihong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.405,,2016,Beishan,湖南省
SRR11662036,PRJNA629658,,2016-Sanya-1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995,,2016,Beishan,湖南省
SRR11662037,PRJNA629658,,Maweizao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.815,,2016,Beishan,湖南省
SRR11662038,PRJNA629658,,Manuogu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,,2016,Beishan,湖南省
SRR11662040,PRJNA629658,,Lvhuangzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,,2016,Beishan,湖南省
SRR11662041,PRJNA629658,,Ghaiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.375,,2016,Beishan,湖南省
SRR11662043,PRJNA629658,,Liusha-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.045,,2016,Beishan,湖南省
SRR11662044,PRJNA629658,,Linghexuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.185,,2016,Beishan,湖南省
SRR11662045,PRJNA629658,,Lehenuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,,2016,Beishan,湖南省
SRR11662046,PRJNA629658,,Lianyu-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,2016,Beishan,湖南省
SRR11662047,PRJNA629658,,1A62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,2016,Beishan,湖南省
SRR11662048,PRJNA629658,,Ligu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.585,,2016,Beishan,湖南省
SRR11662049,PRJNA629658,,Liyuanzhan-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.615,,2016,Beishan,湖南省
SRR11662051,PRJNA629658,,Lengshuinuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,,2016,Beishan,湖南省
SRR11662052,PRJNA629658,,Lengshuima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,,2016,Beishan,湖南省
SRR11662053,PRJNA629658,,U166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.945,,2016,Beishan,湖南省
SRR11662054,PRJNA629658,,Laozhuzhong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,2016,Beishan,湖南省
SRR11662055,PRJNA629658,,Lannizhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,,2016,Beishan,湖南省
SRR11662058,PRJNA629658,,Shuidao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.855,,2016,Beishan,湖南省
SRR11662059,PRJNA629658,,Jinxibai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,,2016,Beishan,湖南省
SRR11662060,PRJNA629658,,Jinbaoyin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,,2016,Beishan,湖南省
SRR11662061,PRJNA629658,,Jiefangxian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.125,,2016,Beishan,湖南省
SRR11662063,PRJNA629658,,Jiangxizao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,,2016,Beishan,湖南省
SRR11662064,PRJNA629658,,Ct 9737-5-21-2-4P-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,,2016,Beishan,湖南省
SRR11662065,PRJNA629658,,Jiandaoqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,,2016,Beishan,湖南省
SRR11662066,PRJNA629658,,Jiahezaozhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,2016,Beishan,湖南省
SRR11662067,PRJNA629658,,Jigeng-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.415,,2016,Beishan,湖南省
SRR11662068,PRJNA629658,,Huolaozhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48,,2016,Beishan,湖南省
SRR11662069,PRJNA629658,,Hanhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,2016,Beishan,湖南省
SRR11662070,PRJNA629658,,Huiyouzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,,2016,Beishan,湖南省
