Sample_ID,Bioproject,Name_cn,Name,Whiteness_Degree_of_Complete_Grain(%),Whiteness_Degree_of_Dead_Grain(%),Amylose_Content_of_Grain(%),Protein_Content_of_Grain(%),Taste_Score_of_Cooked_Grain,Water_Content_of_Grain,Awn_Length(cm),Grain_Length(mm),Grain_Width(mm),Grain_Thickness(mm),1000_Grain_Weight(g),"Heading_Date(50%,days)",Flag_Leaf_Length(cm),Flag_Leaf_Width(cm),Leaf_Blade_Width(cm),Leaf_Sheath_Color,Plant_Height(cm),Panicle_Length(cm),Culm_Length(cm),SPAD_Value_of_Flag_Leaf,Tiller_Number_per_Plant(num),Blighted_Grains_per_Plant(num),Blighted_Grains_per_Panicle(num),Blighted_Grains_Weight_per_Plant(g),Filled_Grains_per_Plant(num),Filled_Grains_per_Panicle(num),Filled_Grains_Weight_per_Plant(g),Grain_Number_per_Panicle(num),Seed_Setting_Rate(%),Grain_Yield_per_Plant(g),Panicle_Number_per_Plant(num),Number_of_Productive_Panicle_per_Plant(num),Panicle_Weight(g),Spikelet_Number_per_Panicle(num),Panicle_Weight_per_Plant(g),Yield_per_Plant(g),Cd_concentration,Treatment,Years,Region
SAMC072015,PRJCA000322,9311M,9311M,,,,,,,,,,,,,35.6,2.18,,,,,,38.75,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072016,PRJCA000322,优IB,YouIb,,,,,,,,,,,,,42.72,1.48,,,,,,,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072017,PRJCA000322,扬稻8号,YangDao8Hao,,,,,,,,,,,,,36.3,2.08,,,,,,36.46,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072018,PRJCA000322,R167,R167,,,,,,,,,,,,,36.1,2.26,,,,,,35.31,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072019,PRJCA000322,RY1号,Ry1Hao,,,,,,,,,,,,,34.8,2.1,,,,,,35.34,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072020,PRJCA000322,香杂交稻父本,XiangZaJiaoDao-Male Parent,,,,,,,,,,,,,34.8,2.26,,,,,,34.38,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072021,PRJCA000322,丙414,Bing414,,,,,,,,,,,,,26.7,1.92,,,,,,37.25,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072022,PRJCA000322,诺608,Nuo608,,,,,,,,,,,,,46.9,2.46,,,,,,38.81,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072023,PRJCA000322,R1128,R1128,,,,,,,,,,,,,42.1,2.32,,,,,,33.8,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072024,PRJCA000322,R2012,R2012,,,,,,,,,,,,,49.3,2.5,,,,,,36.16,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072025,PRJCA000322,R9368,R9368,,,,,,,,,,,,,31.9,1.86,,,,,,40.5,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072026,PRJCA000322,远恢2号,YuanHui2Hao,,,,,,,,,,,,,40.6,2.3,,,,,,32.01,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072027,PRJCA000322,中9B,Zhong9B,,,,,,,,,,,,,34.56,1.28,,,,,,,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072028,PRJCA000322,R900,R900,,,,,,,,,,,,,39.6,3.12,,,,,,36.98,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072029,PRJCA000322,R916(扬恢916),YangHui916,,,,,,,,,,,,,36.9,2.38,,,,,,35.93,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072030,PRJCA000322,扬恢120(9311M/扬稻8号),YangHui120,,,,,,,,,,,,,48.94,2.26,,,,,,37.45,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072031,PRJCA000322,R938,R938,,,,,,,,,,,,,29.9,2.04,,,,,,36.14,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072032,PRJCA000322,盐两优88父本,YanLiangYou88-Male Parent,,,,,,,,,,,,,33,2.16,,,,,,35.71,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072033,PRJCA000322,中江D208,ZhongJiangD208,,,,,,,,,,,,,31.5,2.22,,,,,,39.95,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072034,PRJCA000322,广两优66父本,GuangLiangYou66-Male Parent,,,,,,,,,,,,,34.5,2.26,,,,,,35.65,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072035,PRJCA000322,广两优476父本,R476,,,,,,,,,,,,,32.6,2.24,,,,,,39.15,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072036,PRJCA000322,R6326WH26,R6326Wh26,,,,,,,,,,,,,34.6,2.12,,,,,,37.01,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072037,PRJCA000322,培两优慈四父本,CiXuan4Hao,,,,,,,,,,,,,30.8,2.12,,,,,,40.33,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072038,PRJCA000322,中8B,Zhong8B,,,,,,,,,,,,,35.18,1.48,,,,,,,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072039,PRJCA000322,特青,TeQing,,,,,,,,,,,,,32.9,1.6,,,,,,42.26,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072040,PRJCA000322,温恢689,Wenhui689*,,,,,,,,,,,,,38.2,2.14,,,,,,32.39,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072041,PRJCA000322,焦点籼-恢复系,JiaoDianXian-Restorer*,,,,,,,,,,,,,41.7,2.52,,,,,,44.8,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072042,PRJCA000322,R108,R108,,,,,,,,,,,,,31.6,2.22,,,,,,37.75,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072043,PRJCA000322,R108(省院),R108*,,,,,,,,,,,,,36.3,2.36,,,,,,37.25,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072044,PRJCA000322,香恢4号,XiangHui4Hao,,,,,,,,,,,,,28.7,2.08,,,,,,37.96,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072045,PRJCA000322,香恢1号,XiangHui1Hao,,,,,,,,,,,,,37.2,2.3,,,,,,34.46,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072046,PRJCA000322,扬稻1号929-2,YangDao1Hao929-2,,,,,,,,,,,,,37.9,1.94,,,,,,37.18,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072047,PRJCA000322,扬稻2号,YangDao2Hao,,,,,,,,,,,,,39,1.92,,,,,,36.85,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072048,PRJCA000322,扬稻3号,YangDao3Hao,,,,,,,,,,,,,34.3,2.08,,,,,,41.46,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072049,PRJCA000322,9311B,9311B,,,,,,,,,,,,,26.4,2.1,,,,,,41.76,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072050,PRJCA000322,扬稻4号,YangDao4Hao,,,,,,,,,,,,,43.4,2.46,,,,,,37.86,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072051,PRJCA000322,盐籼3021,YanXian3021,,,,,,,,,,,,,40.2,2.2,,,,,,34.56,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072052,PRJCA000322,扬辐籼2号,YangFuXian2Hao,,,,,,,,,,,,,31.2,2.26,,,,,,43.46,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072053,PRJCA000322,南京11,NanJing11Hao,,,,,,,,,,,,,37.9,1.94,,,,,,42.33,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072054,PRJCA000322,无融合籼,WuRongHeXian,,,,,,,,,,,,,29.6,1.72,,,,,,40.34,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072055,PRJCA000322,谷梅4号,GuMei4Hao,,,,,,,,,,,,,37.2,1.88,,,,,,35.38,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072056,PRJCA000322,CBB23,Cbb23,,,,,,,,,,,,,27.4,1.76,,,,,,37.79,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072057,PRJCA000322,K89-B5,K89-B5,,,,,,,,,,,,,40.5,1.9,,,,,,35.84,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072058,PRJCA000322,罗标,LuoBiao,,,,,,,,,,,,,38,1.5,,,,,,36.14,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072059,PRJCA000322,桂朝2号,GuiChao2Hao,,,,,,,,,,,,,30.9,1.92,,,,,,35.75,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072060,PRJCA000322,K17B,K17B,,,,,,,,,,,,,34,1.54,,,,,,,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072061,PRJCA000322,奇妙香,QiMiaoXiang,,,,,,,,,,,,,37.3,1.82,,,,,,41.36,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072062,PRJCA000322,中健2号,ZhongJian2Hao,,,,,,,,,,,,,37.8,1.68,,,,,,35.78,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072063,PRJCA000322,胜泰1号,ShengTai1Hao,,,,,,,,,,,,,31.18,1.88,,,,,,40.3,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072064,PRJCA000322,农香18,NongXiang18,,,,,,,,,,,,,33.2,2.14,,,,,,41.64,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072065,PRJCA000322,江西丝苗,JiangXiSiMiao,,,,,,,,,,,,,32.5,2.04,,,,,,41.01,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072066,PRJCA000322,湘晚籼10号,XiangWanXian10Hao,,,,,,,,,,,,,32.9,1.7,,,,,,40.41,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072067,PRJCA000322,华润2号(湖南亚华引),HuaRun2Hao,,,,,,,,,,,,,35.4,2.04,,,,,,42.45,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072068,PRJCA000322,柳丰香占,LiuFengXiangZhan,,,,,,,,,,,,,27.3,1.64,,,,,,36.48,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072069,PRJCA000322,五山丝苗,WuShanSiMiao,,,,,,,,,,,,,38.5,1.98,,,,,,40.94,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072070,PRJCA000322,五山丝苗选,WuShanSiMiaoXuan,,,,,,,,,,,,,30.5,2.16,,,,,,36.34,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072071,PRJCA000322,泸香618B,LuXiang618B,,,,,,,,,,,,,36.64,2,,,,,,38.03,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072072,PRJCA000322,华粳籼74,HuaGengXian74,,,,,,,,,,,,,28.52,1.7,,,,,,40.08,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072073,PRJCA000322,广陆矮4号,GuangLuAi4Hao,,,,,,,,,,,,,36.8,2.04,,,,,,40.95,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072074,PRJCA000322,佳辐占,JiaFuZhan,,,,,,,,,,,,,33.2,1.82,,,,,,39.74,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072075,PRJCA000322,黄华占,HuangHuaZhan,,,,,,,,,,,,,36.4,1.76,,,,,,38.78,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072076,PRJCA000322,三黄占2号,SanHuangZhan2Hao,,,,,,,,,,,,,34.4,2.14,,,,,,41.51,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072077,PRJCA000322,广超123,GuangChao123,,,,,,,,,,,,,39.3,1.7,,,,,,37.4,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072078,PRJCA000322,粤晶丝苗2号,YueJingSiMiao2Hao,,,,,,,,,,,,,32.8,1.76,,,,,,41.46,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072079,PRJCA000322,粤抗1121,YueKang1121,,,,,,,,,,,,,39.9,1.96,,,,,,37.64,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072080,PRJCA000322,新1122,Xin1122,,,,,,,,,,,,,41.3,2.6,,,,,,39.84,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072081,PRJCA000322,R207,LuZhouZaoB,,,,,,,,,,,,,32.3,2.1,,,,,,35.19,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072082,PRJCA000322,泸州早B,R207,,,,,,,,,,,,,38.1,1.96,,,,,,37.01,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072083,PRJCA000322,广恢128,GuangHui128,,,,,,,,,,,,,35.4,1.54,,,,,,37.91,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072084,PRJCA000322,广恢998,GuangHui998,,,,,,,,,,,,,45.3,2.1,,,,,,35.2,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072085,PRJCA000322,R6090,R6090,,,,,,,,,,,,,41.5,1.96,,,,,,36.51,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072086,PRJCA000322,岳R9113,YueR9113,,,,,,,,,,,,,24.3,2.2,,,,,,44.53,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072087,PRJCA000322,大密穗,DaMiSui,,,,,,,,,,,,,33.7,2.22,,,,,,35.73,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072088,PRJCA000322,泰香粳广亲和,TaiXiangGeng,,,,,,,,,,,,,50.7,2.3,,,,,,43.73,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072089,PRJCA000322,宁波粳恢迟,NingBoGengHuiChi,,,,,,,,,,,,,42.7,1.98,,,,,,44.74,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072090,PRJCA000322,N333宁波恢复系早,N333-Restorer,,,,,,,,,,,,,31.6,1.78,,,,,,41.04,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072091,PRJCA000322,2428,2428,,,,,,,,,,,,,29.7,1.72,,,,,,39.95,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072093,PRJCA000322,川谷B,ChuanGuB,,,,,,,,,,,,,48.1,2,,,,,,40.88,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072094,PRJCA000322,沪旱15,HuHan15,,,,,,,,,,,,,23.54,1.34,,,,,,54.9,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072095,PRJCA000322,旱稻10号,HanDao10Hao,,,,,,,,,,,,,27.5,2.04,,,,,,38.03,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072096,PRJCA000322,旱恢10号,HanHui10Hao,,,,,,,,,,,,,34.3,1.48,,,,,,43.09,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072097,PRJCA000322,巴西陆稻,BaXiLuDao,,,,,,,,,,,,,35.8,1.86,,,,,,41.31,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072098,PRJCA000322,中旱221,ZhongHan221,,,,,,,,,,,,,34.7,1.86,,,,,,35.66,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072099,PRJCA000322,中旱215,ZhongHan215,,,,,,,,,,,,,28.2,1.72,,,,,,37.79,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072100,PRJCA000322,中旱211,ZhongHan211,,,,,,,,,,,,,36.3,2.26,,,,,,36.21,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072101,PRJCA000322,中旱209,ZhongHan209,,,,,,,,,,,,,36.7,2.5,,,,,,35.88,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072102,PRJCA000322,旱优3号籼,HanYou3HaoXian,,,,,,,,,,,,,32.9,2.06,,,,,,43.94,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072103,PRJCA000322,江西1587,JiangXi1587,,,,,,,,,,,,,27.18,1.52,,,,,,36.29,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072104,PRJCA000322,地谷,Digu,,,,,,,,,,,,,28.86,1.36,,,,,,,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072105,PRJCA000322,密阳23,MiYang23,,,,,,,,,,,,,30.1,1.44,,,,,,39.48,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072106,PRJCA000322,密阳46,MiYang46,,,,,,,,,,,,,44.8,1.6,,,,,,39.65,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072108,PRJCA000322,Jaya(杰雅),Jaya,,,,,,,,,,,,,29,1.8,,,,,,33.3,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072109,PRJCA000322,BG90-2,Bg90-2,,,,,,,,,,,,,37.8,1.66,,,,,,37.68,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072110,PRJCA000322,BG304,Bg304,,,,,,,,,,,,,32.7,2.02,,,,,,36.98,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072111,PRJCA000322,BaLa巴拉,BALA,,,,,,,,,,,,,43.6,1.68,,,,,,36.31,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072112,PRJCA000322,Cpslo17,Cpslo17,,,,,,,,,,,,,29.9,1.62,,,,,,42.9,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072113,PRJCA000322,Lagrue,Lagrue,,,,,,,,,,,,,39.9,1.8,,,,,,37.61,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072114,PRJCA000322,KATY,KATY,,,,,,,,,,,,,42.1,1.98,,,,,,35.88,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072115,PRJCA000322,K18B,K18B,,,,,,,,,,,,,28.3,1.38,,,,,,,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072116,PRJCA000322,IR661选,Ir661Xuan,,,,,,,,,,,,,37.1,1.42,,,,,,38.11,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072117,PRJCA000322,IR24,IR64,,,,,,,,,,,,,42.7,2.28,,,,,,35.34,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072118,PRJCA000322,IR841,IR841,,,,,,,,,,,,,31.64,1.18,,,,,,40.38,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072119,PRJCA000322,IR66897B,Ir66897B,,,,,,,,,,,,,35.22,1.62,,,,,,39.8,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072120,PRJCA000322,IRBB71033-121-15,IRBB71033-121-15,,,,,,,,,,,,,29.7,1.4,,,,,,35.43,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072121,PRJCA000322,IR64,IR64R,,,,,,,,,,,,,35.8,1.68,,,,,,37.49,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072122,PRJCA000322,IRBB61,IRBB61,,,,,,,,,,,,,27.64,1.26,,,,,,38.76,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072125,PRJCA000322,K22B,K22B,,,,,,,,,,,,,24.9,1.68,,,,,,,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072126,PRJCA000322,Q15B,Q15B,,,,,,,,,,,,,38.7,1.3,,,,,,,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072127,PRJCA000322,宜香1B,YiXiang1B,,,,,,,,,,,,,35.5,1.88,,,,,,40.23,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072128,PRJCA000322,D62B,D62B,,,,,,,,,,,,,33,1.54,,,,,,,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072129,PRJCA000322,D702B,D702B,,,,,,,,,,,,,29,1.36,,,,,,,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072130,PRJCA000322,冈16B,Gang16B,,,,,,,,,,,,,39.5,2.06,,,,,,36.61,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072131,PRJCA000322,冈46B,Gang46B*,,,,,,,,,,,,,33.84,2.3,,,,,,39.49,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072132,PRJCA000322,珍汕97B,ZhenShan97B,,,,,,,,,,,,,36.88,2.02,,,,,,40.64,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072133,PRJCA000322,天丰B,TianFengB,,,,,,,,,,,,,27.9,1.54,,,,,,,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072134,PRJCA000322,粤丰B,YueFengB,,,,,,,,,,,,,32.96,2.16,,,,,,37.35,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072135,PRJCA000322,五丰B,WuFengB,,,,,,,,,,,,,31.58,2.06,,,,,,40.89,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072136,PRJCA000322,穗丰B,SuiFengB,,,,,,,,,,,,,32.3,1.82,,,,,,41.7,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072137,PRJCA000322,深95A,Shen95A,,,,,,,,,,,,,39.04,2.12,,,,,,42.29,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072138,PRJCA000322,903B,903B,,,,,,,,,,,,,29.2,1.68,,,,,,,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072139,PRJCA000322,239B,239B,,,,,,,,,,,,,29.18,2.28,,,,,,37.49,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072140,PRJCA000322,广占2S,GuangZhan2S,,,,,,,,,,,,,37.7,1.78,,,,,,43.23,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072141,PRJCA000322,广占4S,GuangZhan4S,,,,,,,,,,,,,30.3,1.72,,,,,,42.31,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072142,PRJCA000322,Y58S,Y58S,,,,,,,,,,,,,38.3,1.84,,,,,,40.43,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072143,PRJCA000322,丰源B,FengYuanB,,,,,,,,,,,,,30.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072144,PRJCA000322,深08S,Shen08S,,,,,,,,,,,,,35.3,1.58,,,,,,39.1,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072145,PRJCA000322,1892S,1892S,,,,,,,,,,,,,38.6,1.86,,,,,,44.09,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072146,PRJCA000322,C134S,C134S,,,,,,,,,,,,,40.26,1.76,,,,,,44.83,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072148,PRJCA000322,龙S,LongS,,,,,,,,,,,,,36.6,2.1,,,,,,42.56,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072149,PRJCA000322,Pi64s,Pi64S,,,,,,,,,,,,,40.4,1.98,,,,,,42.41,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072150,PRJCA000322,扬186S,Yang186S,,,,,,,,,,,,,42.8,1.94,,,,,,43.3,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072151,PRJCA000322,隆科638S,LongKe638S,,,,,,,,,,,,,31.8,1.82,,,,,,38.03,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072152,PRJCA000322,广湘24S,GuangXiang24S,,,,,,,,,,,,,35.1,1.72,,,,,,42.39,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072153,PRJCA000322,13MSJ28,13Msj28,,,,,,,,,,,,,29.9,1.7,,,,,,42.86,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072154,PRJCA000322,粤泰B,YueTaiB,,,,,,,,,,,,,42.98,1.5,,,,,,43.65,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072155,PRJCA000322,97S-4Pigm,97S-4Pigm,,,,,,,,,,,,,36.7,1.94,,,,,,40.4,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072156,PRJCA000322,12MSJ66,12Msj66,,,,,,,,,,,,,33.9,1.92,,,,,,40.48,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072157,PRJCA000322,13MSJ131,13Msj131,,,,,,,,,,,,,37.5,2.02,,,,,,39.73,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072158,PRJCA000322,镇084,Zhen084,,,,,,,,,,,,,38.4,2.12,,,,,,39.56,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072159,PRJCA000322,R153,R153,,,,,,,,,,,,,34.8,2.28,,,,,,36.58,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072160,PRJCA000322,R902,R902,,,,,,,,,,,,,37.1,2.32,,,,,,34.54,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072161,PRJCA000322,R507,R507,,,,,,,,,,,,,44.4,2,,,,,,36.75,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072163,PRJCA000322,T136,T136,,,,,,,,,,,,,36.8,2.38,,,,,,35.81,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072164,PRJCA000322,II-32B,Ii-32B,,,,,,,,,,,,,40,1.8,,,,,,42.69,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072165,PRJCA000322,R332,R332,,,,,,,,,,,,,37.5,2.18,,,,,,40.01,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072166,PRJCA000322,R542,R542,,,,,,,,,,,,,44.16,2.48,,,,,,36.51,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072167,PRJCA000322,R411,R411,,,,,,,,,,,,,40.4,2.2,,,,,,39.54,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072168,PRJCA000322,R711,R711,,,,,,,,,,,,,32.1,2.08,,,,,,37.74,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072169,PRJCA000322,R609,R609,,,,,,,,,,,,,37.1,1.96,,,,,,33.31,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072170,PRJCA000322,R1307,R1307,,,,,,,,,,,,,37.7,2.1,,,,,,36.75,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072171,PRJCA000322,R1310,R1310,,,,,,,,,,,,,38.5,2.06,,,,,,33.69,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072172,PRJCA000322,R6547,R6547,,,,,,,,,,,,,39.3,2.32,,,,,,36.29,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072173,PRJCA000322,南农3005,NanNong3005,,,,,,,,,,,,,33.9,1.74,,,,,,38.6,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072174,PRJCA000322,98J65,98J65,,,,,,,,,,,,,36.4,1.98,,,,,,36.75,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072175,PRJCA000322,广抗13B,GuangKang13B,,,,,,,,,,,,,36.9,1.78,,,,,,42.13,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072176,PRJCA000322,抗559,Kang559,,,,,,,,,,,,,34.6,2.36,,,,,,41.85,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072177,PRJCA000322,盐恢469,YanHui469,,,,,,,,,,,,,39.1,2.06,,,,,,34.94,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072178,PRJCA000322,中江R728,ZhongJiangR728,,,,,,,,,,,,,28.8,2.1,,,,,,35.44,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072179,PRJCA000322,中江6280,ZhongJiang6280,,,,,,,,,,,,,34,2.22,,,,,,40.65,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072180,PRJCA000322,明恢63,Minghui 63,,,,,,,,,,,,,32.4,1.98,,,,,,34.44,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072181,PRJCA000322,明恢86,MingHui86,,,,,,,,,,,,,32.9,2.26,,,,,,33.44,,,,,,,,,,,,,,,,,,,2016,Beijing
SAMC072182,PRJCA000322,双抗明占,ShuangKangMingZhan,,,,,,,,,,,,,41,2.12,,,,,,38.1,,,,,,,,,,,,,,,,,,,2016,Beijing
