Sample_ID,Bioproject,Name,Name_cn,Number of one seed per pod,Ratio of one seed per pod,Number of two seed per pod,Ratio of two seed per pod,Number of three seed per pod,Ratio of three seed per pod,Number of four seed per pod,Ratio of four seed per pod,L_Ala content,L_Asp/Asn content,Beginning bloom date,Beginning pod date,Branch pod number,Chlorophyll content,FA16 content,FA16 ratio,FA18 content,FA18 ratio,FA18_1 content,FA18_1 ratio,FA18_2 content,FA18_2 ratio,FA18_3 content,FA18_3 ratio,FA content,Full bloom date,Flower color,Full pod date,L_Glu/Gln content,L_Gly content,Hilum color,Height of the lowest pod,100-seed weight(g),L_Ile content,Last bloom date,Leaf length,Lodging,Leaf shape,Leaf width,L_Leu content,L_Lys content,Pod maturity date,Branch shape,Pubescence color,Pod density,Podding habit,Plant height,Protein content,Pod shattering,Plant weight,L_Phe content,Seed brightness,Seed coat color,Seed length,Seedling date,Stem node number,Stem pod number,Sterial pod number,Seed shape,Seed thickness,Stem diameter,Stem shape,Seed width,Seed weight per plant,L_Ser content,Total pod number,Total seed number,L_Thr content,L_Tyr content,Valid branch number,L_Val content,Branch node number,Chlorophyll content(last bloom),Chlorophyll content(full bloom),Invalid branch number,Leaf color,Leaf length(before bloom),Leaf length(last bloom),Leaf length(full bloom),Leaf width(before bloom),Leaf width(full bloom),Leaf width(last bloom),Nodule number,Overground biomass,Pod color,Pod damaged by insect,Seedling color,Soybean mosaic virus,Hilum diffusion,Plant stem weight,Seed damaged by insect,As75 content,B11 content,Ca43 content,Cd114 content,Co59 content,Cr52 content,Cu65 content,Fe57 content,K39 content,Mg25 content,Mn55 content,Na23 content,Ni60 content,P31 content,Pb208 content,Resistance to cyst nematode 3,Resistance to cyst nematode 4,Rb85 content,S34 content,Se82 content,Sr88 content,Ti47 content,Zn66 content,Treatment,Years,Region,Region_cn
SRR5903002,PRJNA394629,PI 542403,-,13.2,0.251908,22.8,0.435115,16.2,0.30916,0.2,0.00381679,,,33,,,,,,,,,,,,,,,,2,,,,2,4.6,11.9,,,,,,,,,94,,1,,,38.6,,1,,,2,1,,4,12.2,,,3,,,,,176.9,,52.4,108.2,,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5903002,PRJNA394629,PI 542403,-,6,0.252101,13.2,0.554622,4.6,0.193277,0,0,,,33,,,,,,,,,,,,,,,,2,,,,2,6.2,10.6,,,,,,,,,83,,1,,,29,,1,,,2,1,,5,9.6,,,1,,,,,83,,23.8,46.2,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5903005,PRJNA394629,PI 548604,-,19.2,0.244898,45.2,0.576531,14,0.178571,0,0,,,65,,,,,,,,,,,,,,,,1,,,,3,11,12.6,,,,,,,,,149,,1,,,63,,1,,,2,1,,5,16.6,,,1,,,,,549.1,,78.4,151.6,,,4.2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5903005,PRJNA394629,PI 548604,-,7.4,0.207865,16,0.449438,12.2,0.342697,0,0,,,70,,,,,,,,,,,,,,,,1,,,,3,10.4,15.5,,,,,,,,,149,,1,,,51.2,,1,,,2,1,,6,15,,,1,,,,,234.1,,35.6,76,,,2.4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5903004,PRJNA394629,PI 548634,-,9.2,0.214953,18.6,0.434579,15,0.350467,0,0,,,39,,,,,,,,,,,,,,,,2,,,,4,5.2,19.2,,,,,,,,,130,,1,,,68.4,,1,,,2,1,,5,18,,,3,,,,,394.7,,42.8,91.4,,,3.4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5903004,PRJNA394629,PI 548634,-,6,0.25,11.2,0.466667,6.8,0.283333,0,0,,,38,,,,,,,,,,,,,,,,2,,,,4,6,16.2,,,,,,,,,130,,1,,,40.2,,1,,,2,1,,5,13.2,,,3,,,,,112.4,,24,48.8,,,2.6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5903109,PRJNA394629,PI 536635,-,8.4,0.157303,26.4,0.494382,18.4,0.344569,0.2,0.00374532,,,43,,,,,,,,,,,,,,,,1,,,,4,3.4,16.5,,,,,,,,,135,,2,,,29.6,,1,,,2,1,,5,9.8,,,6,,,,,118.1,,53.4,117.2,,,3.8,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5903109,PRJNA394629,PI 536635,-,2.4,0.10084,12.4,0.521008,9,0.378151,0,0,,,41,,,,,,,,,,,,,,,,1,,,,4,5.8,13.5,,,,,,,,,115,,2,,,29.2,,2,,,3,1,,8,9.2,,,3,,,,,70.5,,23.8,54.2,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5903107,PRJNA394629,PI 540552,-,4.2,0.0963303,21,0.481651,18.2,0.417431,0.2,0.00458716,,,39,,,,,,,,,,,,,,,,2,,,,4,3.2,14.3,,,,,,,,,116,,2,,,25.8,,1,,,2,1,,5,9.8,,,1,,,,,300.9,,43.6,101.6,,,4.4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5903107,PRJNA394629,PI 540552,-,4,0.168067,12.2,0.512605,7.6,0.319328,0,0,,,38,,,,,,,,,,,,,,,,2,,,,4,3.2,12.6,,,,,,,,,121,,2,,,20.6,,2,,,2,1,,5,8.6,,,1,,,,,120.4,,23.8,51.2,,,1.8,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5903019,PRJNA394629,PI 548565,-,2.6,0.0787879,13.4,0.406061,17,0.515152,0,0,,,44,,,,,,,,,,,,,,,,2,,,,4,4.4,14.9,,,,,,,,,122,,2,,,24.6,,1,,,2,1,,5,9,,,1,,,,,245.3,,33,80.4,,,2.4,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5903019,PRJNA394629,PI 548565,-,1.2,0.051282,10.8,0.461538,11.4,0.487179,0,0,,,42,,,,,,,,,,,,,,,,2,,,,4,3.4,13.2,,,,,,,,,121,,2,,,21.6,,1,,,3,1,,6,8.2,,,1,,,,,136.3,,23.4,57,,,1.8,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5903018,PRJNA394629,PI 548985,-,11.2,0.116183,61.4,0.636929,23.8,0.246888,0,0,,,79,,,,,,,,,,,,,,,,1,,,,3,6.8,14.6,,,,,,,,,200,,1,,,106.4,,1,,,3,1,,5,19.4,,,3,,,,,466.9,,96.4,205.4,,,6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5903018,PRJNA394629,PI 548985,-,19.2,0.513369,17.6,0.470588,0.6,0.0160428,0,0,,,74,,,,,,,,,,,,,,,,2,,,,3,8.8,17.6,,,,,,,,,200,,1,,,66.6,,1,,,3,1,,7,17,,,3,,,,,333.8,,37.4,56.2,,,3.8,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5903153,PRJNA394629,PI 548477,-,4,0.0823045,21.4,0.440329,23.2,0.477366,0,0,,,86,,,,,,,,,,,,,,,,2,,,,3,12,16.1,,,,,,,,,200,,1,,,79,,1,,,3,2,,5,17,,,3,,,,,396.2,,48.6,116.4,,,3.2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5903153,PRJNA394629,PI 548477,-,3.6,0.120805,12.2,0.409396,14,0.469799,0,0,,,80,,,,,,,,,,,,,,,,2,,,,3,11.8,14.6,,,,,,,,,200,,1,,,57.6,,1,,,3,2,,6,15.6,,,3,,,,,152.4,,29.8,70,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5903154,PRJNA394629,PI 518664,-,27.4,0.226446,66.4,0.54876,27.2,0.224793,0,0,,,77,,,,,,,,,,,,,,,,1,,,,3,7,16.3,,,,,,,,,200,,1,,,86.4,,1,,,3,2,,5,20,,,1,,,,,734.1,,121,241.8,,,5.4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5903154,PRJNA394629,PI 518664,-,7.8,0.153543,28,0.551181,15,0.295276,0,0,,,77,,,,,,,,,,,,,,,,1,,,,3,8.4,14.5,,,,,,,,,159,,1,,,55.4,,1,,,2,1,,5,16,,,1,,,,,260.8,,50.8,108.8,,,3.6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5903155,PRJNA394629,Dunfield,-,11.2,0.106464,44.6,0.423954,49.2,0.467681,0.2,0.00190114,,,44,,,,,,,,,,,,,,,,2,,,,3,3.4,14.6,,,,,,,,,123,,1,,,55.6,,1,,,2,1,,5,16.4,,,3,,,,,562.5,,105.2,248.8,,,3.6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5903155,PRJNA394629,Dunfield,-,2.8,0.0965517,12.4,0.427586,13.8,0.475862,0,0,,,38,,,,,,,,,,,,,,,,2,,,,3,4.2,11.3,,,,,,,,,109,,1,,,37,,1,,,2,1,,6,13.6,,,3,,,,,169.2,,29,69,,,2.6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5903152,PRJNA394629,Hei Jia Pi Lv Qing Dou,黑荚皮绿青豆,6.6,0.0894309,34.2,0.463415,31.6,0.428184,1.4,0.0189702,,,59,,,,,,,,,,,,,,,,1,,,,4,12.2,18.4,,,,,,,,,151,,2,,,129.4,,1,,,3,2,,5,25.8,,,3,,,,,409.1,,73.8,175.4,,,3.4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5903152,PRJNA394629,Hei Jia Pi Lv Qing Dou,黑荚皮绿青豆,10.4,0.319018,19.2,0.588957,3,0.0920245,0,0,,,73,,,,,,,,,,,,,,,,2,,,,4,17.4,17.8,,,,,,,,,149,,2,,,67.2,,1,,,2,1,,6,16.2,,,3,,,,,261.4,,32.6,57.8,,,0.6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5902715,PRJNA394629,Da Hei Qi,大黑脐,10,0.27027,21.3333,0.576577,5.66667,0.153153,0,0,,,61,,,,,,,,,,,,,,,,1,,,,3,6.66667,17.9,,,,,,,,,151,,2,,,79.3333,,1,,,3,1,,6,20,,,3,,,,,206.8,,37,69.6667,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5902715,PRJNA394629,Da Hei Qi,大黑脐,7.6,0.283582,13.2,0.492537,6,0.223881,0,0,,,60,,,,,,,,,,,,,,,,1,,,,3,7.8,18.4,,,,,,,,,148,,,,,54.6,,2,,,2,1,,5,16.6,,,3,,,,,34.6,,26.8,52,,,2.8,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5902763,PRJNA394629,Ji Shi Bai Hua,基石白花,12.6,0.533898,10.8,0.457627,0.2,0.00847458,0,0,,,50,,,,,,,,,,,,,,,,1,,,,3,8.4,34.1,,,,,,,,,143,,2,,,46.4,,2,,,3,1,,5,12.6,,,3,,,,,112.7,,23.6,34.8,,,2.8,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5902763,PRJNA394629,Ji Shi Bai Hua,基石白花,5.6,0.571429,4.2,0.428571,0,0,0,0,,,47,,,,,,,,,,,,,,,,1,,,,3,13.4,34.7,,,,,,,,,145,,2,,,40.4,,2,,,2,3,,5,11.8,,,3,,,,,102.4,,9.8,14,,,1.2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5902762,PRJNA394629,Huang Dou -2,黄豆 (2),4.8,0.0745342,24.4,0.378882,34.8,0.540373,0.4,0.00621118,,,38,,,,,,,,,,,,,,,,2,,,,3,5.2,14.7,,,,,,,,,106,,1,,,57,,1,,,2,1,,5,15.4,,,3,,,,,551.5,,64.4,159.6,,,0.8,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5902762,PRJNA394629,Huang Dou -2,黄豆 (2),1.2,0.0428571,12,0.428571,14.8,0.528571,0,0,,,40,,,,,,,,,,,,,,,,2,,,,3,5.6,11.8,,,,,,,,,106,,1,,,43.2,,1,,,3,1,,5,13.6,,,3,,,,,159.9,,28,69.6,,,1.6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5902761,PRJNA394629,Da Bai Pi,大白皮,31,0.283364,59.6,0.54479,18.8,0.171846,0,0,,,65,,,,,,,,,,,,,,,,1,,,,3,4.8,12.8,,,,,,,,,133,,1,,,81,,1,,,3,1,,5,22.4,,,1,,,,,491,,109.4,206.6,,,5.2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5902761,PRJNA394629,Da Bai Pi,大白皮,10.8,0.333333,18.2,0.561728,3.4,0.104938,0,0,,,68,,,,,,,,,,,,,,,,1,,,,3,7.4,13.9,,,,,,,,,149,,1,,,57.4,,1,,,2,1,,6,19,,,3,,,,,123.1,,32.4,57.4,,,3.6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5902760,PRJNA394629,Hei Gun Dou,黑滚豆,18.2,0.538462,14.4,0.426035,1.2,0.035503,0,0,,,61,,,,,,,,,,,,,,,,2,,,,3,6,18.5,,,,,,,,,139,,2,,,69.4,,1,,,2,3,,5,15.8,,,3,,,,,216.7,,33.8,50.6,,,3.8,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5902760,PRJNA394629,Hei Gun Dou,黑滚豆,23.4,0.684211,10,0.292398,0.8,0.0233918,0,0,,,60,,,,,,,,,,,,,,,,2,,,,3,4,19,,,,,,,,,149,,2,,,48.4,,1,,,2,3,,5,14.4,,,3,,,,,174.9,,34.2,45.8,,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5902767,PRJNA394629,PI 297543,-,4.8,0.113744,17.2,0.407583,19.4,0.459716,0.8,0.0189573,,,33,,,,,,,,,,,,,,,,2,,,,4,5.2,17.5,,,,,,,,,115,,2,,,55.4,,1,,,2,1,,4,16,,,1,,,,,327.1,,42.2,100.6,,,1.2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5902767,PRJNA394629,PI 297543,-,1.6,0.121212,5,0.378788,6.6,0.5,0,0,,,34,,,,,,,,,,,,,,,,2,,,,4,4.4,13.4,,,,,,,,,115,,2,,,30,,1,,,2,1,,4,11.4,,,1,,,,,88,,13.2,31.4,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5902766,PRJNA394629,Huang Qi,黄脐,33.2,0.251515,77.2,0.584848,21.6,0.163636,0,0,,,66,,,,,,,,,,,,,,,,1,,,,3,10.4,14.1,,,,,,,,,149,,1,,,94,,1,,,2,1,,5,19.8,,,3,,,,,473.7,,132,252.4,,,3.6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5902766,PRJNA394629,Huang Qi,黄脐,8.2,0.20603,20.6,0.517588,11,0.276382,0,0,,,72,,,,,,,,,,,,,,,,1,,,,3,13.6,12.5,,,,,,,,,145,,1,,,62.4,,1,,,3,1,,5,17.2,,,3,,,,,236.9,,39.8,82.4,,,2.8,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5902769,PRJNA394629,Huang Shou Gan Dou,黄手干豆,12.6,0.159898,35.4,0.449239,30.4,0.385787,0.4,0.00507614,,,60,,,,,,,,,,,,,,,,2,,,,3,5.8,13.9,,,,,,,,,151,,2,,,146.6,,1,,,2,1,,5,24.6,,,3,,,,,401.7,,78.8,176.2,,,5.4,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5902769,PRJNA394629,Huang Shou Gan Dou,黄手干豆,5.2,0.17931,11.2,0.386207,12.6,0.434483,0,0,,,60,,,,,,,,,,,,,,,,2,,,,5,4.2,12.4,,,,,,,,,153,,2,,,64,,1,,,2,1,,5,18.2,,,3,,,,,221,,29,65.4,,,4.2,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5902703,PRJNA394629,Da Tian E Dan,大天鹅蛋,12.4,0.252033,28.2,0.573171,8.6,0.174797,0,0,,,81,,,,,,,,,,,,,,,,2,,,,3,11.6,25.5,,,,,,,,,153,,1,,,93.6,,1,,,3,1,,5,23.8,,,1,,,,,303.5,,49.2,94.6,,,4.2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5902703,PRJNA394629,Da Tian E Dan,大天鹅蛋,13.2,0.390533,17.2,0.508876,3.4,0.100592,0,0,,,86,,,,,,,,,,,,,,,,2,,,,3,7.6,21.5,,,,,,,,,153,,1,,,64.4,,1,,,3,1,,5,20,,,1,,,,,186.9,,33.8,57.8,,,4.2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5902701,PRJNA394629,Xiu Xian Ping Ding Wu,宿县平顶五,19.2,0.347826,31,0.561594,5,0.0905797,0,0,,,66,,,,,,,,,,,,,,,,1,,,,3,20.2,13.7,,,,,,,,,147,,1,,,109.8,,1,,,3,1,,6,22.4,,,3,,,,,130.7,,55.2,96.2,,,2.2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5902701,PRJNA394629,Xiu Xian Ping Ding Wu,宿县平顶五,10.6,0.384058,13,0.471014,4,0.144928,0,0,,,70,,,,,,,,,,,,,,,,1,,,,3,10.4,10.7,,,,,,,,,146,,1,,,48.8,,1,,,2,1,,5,18.2,,,3,,,,,94.3,,27.6,48.6,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5903139,PRJNA394629,PI 567700,-,22.6,0.33432,39.2,0.579882,5.8,0.0857988,0,0,,,65,,,,,,,,,,,,,,,,2,,,,3,11,15.1,,,,,,,,,145,,1,,,76,,1,,,2,1,,5,20.4,,,3,,,,,365.5,,67.6,118.4,,,4,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5903139,PRJNA394629,PI 567700,-,20.6,0.504902,19,0.465686,1.2,0.0294118,0,0,,,69,,,,,,,,,,,,,,,,2,,,,3,14.2,13.8,,,,,,,,,149,,1,,,59.8,,1,,,3,1,,5,18.4,,,3,,,,,214.7,,40.8,62.2,,,1.8,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5903200,PRJNA394629,Jie Jie Si,节节四,18.4,0.33213,34.4,0.620939,2.6,0.0469314,0,0,,,81,,,,,,,,,,,,,,,,2,,,,,6.6,,,,,,,,,,200,,2,,,113.6,,1,,,2,,,5,23.6,,,,,,,,290.3,,55.4,95,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5903200,PRJNA394629,Jie Jie Si,节节四,11.2,0.5,10.4,0.464286,0.8,0.0357143,0,0,,,84,,,,,,,,,,,,,,,,2,,,,3,15.8,22.7,,,,,,,,,200,,2,,,68.6,,1,,,2,1,,6,18.8,,,3,,,,,131.7,,22.4,34.4,,,2.6,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5903194,PRJNA394629,PI 567720 A,-,17.4,0.195946,39.8,0.448198,31.2,0.351351,0.4,0.00450451,,,43,,,,,,,,,,,,,,,,1,,,,2,9.8,16.9,,,,,,,,,132,,1,,,87.8,,1,,,3,1,,5,23.8,,,3,,,,,319.6,,88.8,192.2,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5903194,PRJNA394629,PI 567720 A,-,15.2,0.331878,17.6,0.384279,13,0.283843,0,0,,,41,,,,,,,,,,,,,,,,1,,,,2,10.2,14.9,,,,,,,,,133,,1,,,57,,1,,,2,1,,6,16.4,,,3,,,,,186.7,,45.8,89.4,,,2.4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5902733,PRJNA394629,Liu Yue Bao,六月爆,31.6,0.504792,30.8,0.492013,0.2,0.00319489,0,0,,,70,,,,,,,,,,,,,,,,2,,,,3,7,26.8,,,,,,,,,148,,1,,,67.4,,2,,,2,1,,5,16.2,,,3,,,,,548.7,,62.6,93.8,,,3.8,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5902733,PRJNA394629,Liu Yue Bao,六月爆,12.6,0.520661,10.6,0.438017,1,0.0413223,0,0,,,76,,,,,,,,,,,,,,,,2,,,,3,12.8,20.9,,,,,,,,,149,,1,,,47.6,,2,,,3,1,,5,15.8,,,3,,,,,82.4,,24.2,36.8,,,1.8,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5902872,PRJNA394629,Tie Jiao Huang,铁角黄,26.4,0.219634,80.8,0.672213,13,0.108153,0,0,,,57,,,,,,,,,,,,,,,,2,,,,5,6.8,13.3,,,,,,,,,135,,2,,,166.6,,1,,,2,1,,5,21.8,,,3,,,,,442.5,,120.2,227,,,5.8,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5902872,PRJNA394629,Tie Jiao Huang,铁角黄,11,0.354839,17.6,0.567742,2.4,0.0774194,0,0,,,58,,,,,,,,,,,,,,,,2,,,,5,8.2,13.6,,,,,,,,,147,,2,,,74.4,,2,,,2,1,,5,16.8,,,3,,,,,216.4,,31,53.4,,,3.4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5902864,PRJNA394629,Shui Niu Pi,水牛皮,53,0.434426,63.8,0.522951,5.2,0.0426229,0,0,,,71,,,,,,,,,,,,,,,,1,,,,3,6.2,15.3,,,,,,,,,153,,1,,,104,,1,,,3,1,,5,23.2,,,3,,,,,414.5,,122,196.2,,,9,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5902864,PRJNA394629,Shui Niu Pi,水牛皮,25.2,0.45,28.8,0.514286,2,0.0357143,0,0,,,74,,,,,,,,,,,,,,,,1,,,,3,4.4,13.7,,,,,,,,,148,,1,,,60.6,,1,,,2,1,,5,18,,,3,,,,,280.4,,56,88.8,,,8.6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5902862,PRJNA394629,Bei Jing Xiao Hei Dou,北京小黑豆,21.2,0.158445,85,0.635277,27.4,0.204783,0.2,0.00149477,,,87,,,,,,,,,,,,,,,,1,,,,2,10.8,10.6,,,,,,,,,151,,2,,,110.8,,1,,,2,3,,5,24.6,,,3,,,,,600.9,,133.8,274.2,,,4.8,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5902862,PRJNA394629,Bei Jing Xiao Hei Dou,北京小黑豆,13.8,0.196023,38.2,0.542614,18.4,0.261364,0,0,,,77,,,,,,,,,,,,,,,,1,,,,3,8.2,8.2,,,,,,,,,141,,2,,,69.8,,1,,,2,3,,6,19,,,3,,,,,271.2,,70.4,145.4,,,4.4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5902855,PRJNA394629,Ma Yi Qi Hei Dou,蚂蚁脐黑豆,33.8,0.283082,74,0.619765,11.6,0.0971524,0,0,,,79,,,,,,,,,,,,,,,,2,,,,3,8.8,12.7,,,,,,,,,151,,2,,,108.4,,1,,,2,3,,5,24.6,,,3,,,,,543.1,,119.4,216.6,,,6.2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5902855,PRJNA394629,Ma Yi Qi Hei Dou,蚂蚁脐黑豆,11.8,0.349112,20.6,0.609467,1.4,0.0414201,0,0,,,70,,,,,,,,,,,,,,,,2,,,,3,25.8,8.8,,,,,,,,,148,,2,,,58.4,,1,,,2,3,,6,16.2,,,3,,,,,132.4,,33.8,57.2,,,0.2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
SRR5902865,PRJNA394629,Fang Shan Huang Dou,房山黄豆,10.6,0.0951526,48.8,0.438061,52,0.466786,0,0,,,59,,,,,,,,,,,,,,,,2,,,,5,6.2,12.6,,,,,,,,,135,,2,,,145.2,,1,,,2,1,,5,24.2,,,3,,,,,446.1,,111.4,264.2,,,4.6,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2015,Shan Xi,山西省
SRR5902865,PRJNA394629,Fang Shan Huang Dou,房山黄豆,5.8,0.122881,21.2,0.449153,20.2,0.427966,0,0,,,58,,,,,,,,,,,,,,,,2,,,,5,6.8,10.6,,,,,,,,,129,,2,,,73.8,,2,,,2,1,,5,18.2,,,3,,,,,232.2,,47.2,108.8,,,3.8,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2015,Shan Xi,山西省
